"feature","frequency"
"t_t",20
"milieu",20
"mannerisms",20
"sandal",20
"arching",20
"ubiquity",20
"sweetwater",20
"unprofitable",20
"one-term",20
"reelected",20
"anthems",20
"streaked",20
"inca",20
"fancies",20
"nubian",20
"conventionally",20
"kangaroos",20
"servicemen",20
"half-full",20
"slather",20
"d'agostini",20
"firs",20
"reciprocated",20
"boogers",20
"compatriots",20
"gita",20
"bhutan",20
"grimy",20
"hartley",20
"telescopes",20
"aplomb",20
"telegram",20
"prioritized",20
"dressy",20
"baptists",20
"gout",20
"autopilot",20
"akbar",20
"silks",20
"frameworks",20
"taxpayer's",20
"hunker",20
"glossed",20
"alston",20
"liftoff",20
"crue",20
"purports",20
"errol",20
"epically",20
"up-tempo",20
"carpal",20
"treks",20
"smirking",20
"superstore",20
"monticello",20
"maori",20
"hosed",20
"rupees",20
"parsing",20
"genocidal",20
"trafford",20
"ennui",20
"wispy",20
"month-long",20
"shopkeepers",20
"proportionate",20
"corrosive",20
"instantaneous",20
"immobile",20
"shilling",20
"overreact",20
"rowling's",20
"flitting",20
"snipers",20
"co-ops",20
"hine",20
"burlingame",20
"grotto",20
"armada",20
"passerby",20
"posterior",20
"strictest",20
"mio",20
"gracing",20
"millstone",20
"red's",20
"crabtree",20
"snorted",20
"corresponds",20
"natalia",20
"diocesan",20
"tree's",20
"girlz",20
"arming",20
"backlit",20
"obadiah",20
"а",20
"ons",20
"payoffs",20
"adrenal",20
"self-destructive",20
"breakin",20
"directorate",20
"tell-tale",20
"punted",20
"disabling",20
"rob's",20
"june's",20
"krispies",20
"matthew's",20
"quitter",20
"14-5",20
"hammocks",20
"wyo",20
"swooping",20
"entwined",20
"shuffles",20
"telecoms",20
"arlen",20
"ulterior",20
"dwarfed",20
"christmases",20
"schuyler",20
"airway",20
"fruitcake",20
"rip-off",20
"tania",20
"kass",20
"infer",20
"pba",20
"all-in-one",20
"chronicling",20
"poet's",20
"lye",20
"haydn",20
"steerage",20
"magpie",20
"offends",20
"manmade",20
"unyielding",20
"intermediaries",20
"macdonald's",20
"houdini",20
"bewitched",20
"vincent's",20
"glared",20
"footy",20
"rea",20
"waze",20
"altruism",20
"increment",20
"felled",20
"studious",20
"regress",20
"dissapointed",20
"beijing's",20
"saas",20
"photocopy",20
"reheated",20
"amending",20
"catheter",20
"slivered",20
"nicholls",20
"rotted",20
"heartbreaker",20
"helmand",20
"boggling",20
"soba",20
"keynes",20
"weller",20
"gnaw",20
"non-issue",20
"hass",20
"no-fly",20
"baits",20
"lunchbox",20
"slough",20
"cataclysmic",20
"luce",20
"closeted",20
"multilingual",20
"heathens",20
"aia",20
"shelve",20
"untie",20
"incrementally",20
"pewter",20
"captcha",20
"designations",20
"essayist",20
"week-end",20
"romantically",20
"stapler",20
"utc",20
"detach",20
"incubus",20
"crevices",20
"kj",20
"nectarines",20
"harps",20
"originates",20
"mathematician",20
"authorised",20
"16gb",20
"ulta",20
"gordon-levitt",20
"predictor",20
"scrawled",20
"parasitic",20
"allyson",20
"nicene",20
"bony",20
"bartholomew",20
"whatevs",20
"loos",20
"colonization",20
"caprese",20
"carson's",20
"rowley",20
"stereotyped",20
"zit",20
"ahoy",20
"vulcan",20
"marzipan",20
"inflationary",20
"crayola",20
"26-28",20
"atc",20
"blaise",20
"waterpark",20
"strong-willed",20
"virtuosity",20
"ballplayers",20
"begrudge",20
"footed",20
"edifice",20
"revolutionize",20
"thematically",20
"ceelo",20
"sweeper",20
"ii's",20
"bwahaha",20
"grunts",20
"exemplify",20
"mirth",20
"c3",20
"backboard",20
"ivey",20
"boles",20
"dooley's",20
"soufflé",20
"necessitated",20
"#14",20
"caravans",20
"thumped",20
"cowbell",20
"naruto",20
"recurrent",20
"theorist",20
"zeta",20
"whalen",20
"battlefields",20
"splint",20
"paraguay",20
"heretical",20
"appropriateness",20
"rarities",20
"obnoxiously",20
"oratory",20
"adopters",20
"pre-kindergarten",20
"lynnette",20
"rapped",20
"firkin",20
"takeovers",20
"ipad's",20
"polluters",20
"flaherty",20
"richey",20
"cadmium",20
"instigator",20
"anyplace",20
"hawkes",20
"stutter",20
"intricately",20
"hungrier",20
"beaters",20
"newlywed",20
"lanigan",20
"sma",20
"christman",20
"navy's",20
"deloitte",20
"xxoo",20
"maldives",20
"jewell",20
"breivik's",20
"lollapalooza",20
"r.a",20
"premiership",20
"arnold's",20
"craggy",20
"boas",20
"polis",20
"aphrodisiac",20
"consul",20
"rubies",20
"schoolgirl",20
"linguine",20
"hunkered",20
"30-4",20
"asd",20
"pollsters",20
"fabrice",20
"armitage",20
"noho",20
"cockiness",20
"equis",20
"gnomes",20
"decry",20
"galapagos",20
"able-bodied",20
"eruptions",20
"keyes",20
"headings",20
"practicable",20
"mindlessly",20
"unofficially",20
"bj's",20
"acton",20
"hunt's",20
"afl",20
"humping",20
"citric",20
"capoeira",20
"overpopulation",20
"mid-september",20
"boycotted",20
"vermin",20
"nth",20
"condense",20
"overflowed",20
"pat-down",20
"jean-luc",20
"wirth",20
"highball",20
"multifamily",20
"mouthwatering",20
"evie",20
"percussionist",20
"frosh",20
"abbot",20
"justins",20
"banquets",20
"seattle-based",20
"electives",20
"encoding",20
"ill-conceived",20
"thickening",20
"misspell",20
"unabashedly",20
"newbery",20
"hawke",20
"ccp",20
"mezzanine",20
"diggs",20
"laughingly",20
"nippy",20
"grappled",20
"overdoses",20
"showgirl",20
"canons",20
"stoller",20
"enrico",20
"bumpers",20
"robson",20
"reproach",20
"pepe",20
"cremated",20
"hattie",20
"intelligible",20
"adi",20
"elmore",20
"play-in",20
"seng",20
"kidnappings",20
"acrylics",20
"mori",20
"transcended",20
"alito",20
"ims",20
"propulsion",20
"hijinks",20
"alliteration",20
"i'mma",20
"singapore's",20
"abi",20
"juggler",20
"kong's",20
"lau",20
"dissolving",20
"mccullough",20
"uncorked",20
"meteorologists",20
"asl",20
"mystics",20
"forerunner",20
"b-side",20
"afterglow",20
"killian",20
"exhibitor",20
"ribbing",20
"spiraled",20
"malcom",20
"trailblazer",20
"name-calling",20
"pedroia",20
"ducky",20
"microchip",20
"sedate",20
"gremlins",20
"sputtered",20
"goodrich",20
"dumbledore",20
"payin",20
"bazooka",20
"plurality",20
"mikael",20
"dripped",20
"woolwich",20
"15-17",20
"kwanzaa",20
"overcook",20
"reduced-fat",20
"pre-",20
"perverts",20
"4-year",20
"ansel",20
"scoping",20
"dreamweaver",20
"dissenters",20
"weve",20
"nomads",20
"spouting",20
"fromage",20
"seashells",20
"thelonious",20
"canvassing",20
"musk",20
"somers",20
"centric",20
"auctioneer",20
"placer",20
"usgs",20
"lagos",20
"flirts",20
"35-",20
"tattooing",20
"pintrest",20
"sensibly",20
"annotate",20
"inflection",20
"empties",20
"yo-yo",20
"cosmetology",20
"ohmygosh",20
"peer-reviewed",20
"goode",20
"bindings",20
"eye-opener",20
"mccarver",20
"alyson",20
"womans",20
"mercurial",20
"canny",20
"greco-roman",20
"door's",20
"macintosh",20
"asides",20
"kieran",20
"stodgy",20
"stealthy",20
"nader",20
"zimbabwean",20
"takoma",20
"81-year-old",20
"kerouac",20
"toiled",20
"silliman",20
"kunis",20
"tormenting",20
"château",20
"funnest",20
"turgeon",20
"spearheading",20
"lyman",20
"recuperate",20
"eaton's",20
"gaslamp",20
"mogadishu",20
"carolinas",20
"dells",20
"ashworth",20
"gravestone",20
"maude",20
"gustafson",20
"r-texas",20
"walkoff",20
"kazakhstan",20
"rajiv",20
"jaffe",20
"evens",20
"albarn",20
"guetta",20
"reloaded",20
"age-related",20
"cous",20
"jon's",20
"2yrs",20
"unsubscribe",20
"othello",20
"monterrey",20
"handcuff",20
"deflection",20
"fixings",20
"trade-offs",20
"hehehehe",20
"rotator",20
"murfreesboro",20
"aced",20
"arum",20
"kavanagh",20
"embarcadero",20
"ricks",20
"gold's",20
"evaluator",20
"utility's",20
"two-person",20
"pasco",20
"encinitas",20
"canfield",20
"deejay",20
"albrecht",20
"rothko",20
"techies",20
"litmus",20
"i-75",20
"writting",20
"stockpiling",20
"xs",20
"decoy",20
"yeager",20
"bethenny",20
"truancy",20
"mariana",20
"hoopin",20
"yd",20
"therese",20
"croix",20
"beautification",20
"ethernet",20
"issuers",20
"rhinos",20
"10-7",20
"jai",20
"squabble",20
"supervises",20
"athletically",20
"lacma",20
"swab",20
"booboo",20
"near-term",20
"8k",20
"v6",20
"pimlico",20
"canines",20
"private-equity",20
"needham",20
"clearinghouse",20
"360-degree",20
"9-",20
"sotu",20
"knockin",20
"recognizance",20
"non-emergency",20
"84th",20
"scrutinizing",20
"miserables",20
"townhomes",20
"corley",20
"three-minute",20
"anticlimactic",20
"one-and-done",20
"finney",20
"o'meara",20
"tierra",20
"snowden",20
"oceana",20
"canaveral",20
"ocean's",20
"clough",20
"leandro",20
"nob",20
"cordero",20
"financials",20
"high-performance",20
"roseland",20
"elec",20
"tuesday-saturday",20
"sams",20
"defense's",20
"theyll",20
"tecate",20
"alec's",20
"40-man",20
"figaro",20
"hauser",20
"villanueva",20
"hoff",20
"danilo",20
"scarface",20
"4-9",20
"tyner",20
"rfp",20
"ballparks",20
"berklee",20
"wahhh",20
"dardenne",20
"bipartisanship",20
"10-mile",20
"alaina",20
"mcginnis",20
"hoy",20
"glencoe",20
"aceves",20
"zune",20
"ame",20
"ppb",20
"edwardsville's",20
"high-performing",20
"100-meter",20
"w.va",20
"mcghee",20
"pettengill",20
"noon-5",20
"phillips-olivier",20
"tri-c",20
"cissy",20
"bogeys",20
"bermudez",20
"umenyiora's",20
"campaign-finance",20
"ksu",20
"netminder",20
"alsop",20
"sixth-round",20
"glennon",20
"telecasts",20
"first-floor",20
"reimold",20
"mccown",20
"schulman",20
"turkoglu",20
"infiniti",20
"59-year-old",20
"karr's",20
"desegregation",20
"casilla",20
"asu's",20
"third-",20
"unger",20
"siebert",20
"wickliffe",20
"big-play",20
"dozier",20
"cornilles",20
"85-year-old",20
"nonprofit's",20
"last-second",20
"re-signing",20
"santonio",20
"3-for-3",20
"property-tax",20
"white-collar",20
"hardesty",20
"veysey",20
"righties",20
"a.m.-midnight",20
"u's",20
"herndon",20
"ficano's",20
"mid-size",20
"alamitos",20
"seeger",20
"marleau",20
"one-goal",20
"mcshay",20
"anabolic",20
"lefthander",20
"unm",20
"roddick",20
"barea",20
"babeu's",20
"broyles",20
"casspi",20
"colston",20
"pulaski",20
"seastrunk",20
"vinson",20
"lemieux",20
"kerber",20
"louis-area",20
"mvps",20
"9-6",20
"engle",20
"beltre",20
"nerlens",20
"bakk",20
"bogut",20
"frontcourt",20
"iupui",20
"outkast",20
"hurtin",20
"choosey",20
"pungle.me",20
"talkn",20
"#rays",20
"#mubb",20
"#packernation",20
"#foursquare",20
"#oscar",20
"ahha",20
"lyfe",20
"#motivation",20
"-william",20
"#library",20
"#mls",20
"#canibehonestwithyou",20
"shitt",20
"#huffpost",20
"eval",20
"#backinelementaryschool",20
"#grizzlies",20
"#whosgonnalose",20
"yupp",20
"#indiana",20
"thankss",20
"imy",20
"anit",20
"bish",20
"#wcphilly",20
"your's",20
"#nashville",20
"#can",20
"#wi",20
"#workout",20
"#girls",20
"awwh",20
"#obama2012",20
"#party",20
"qa",20
"ug",20
"cutee",20
"todayy",20
"auto-correct",20
"sexxy",20
"#tired",20
"#indians",20
"itd",20
"#gwu",20
"#mahomie",20
"declutter",19
"upland",19
"hurdler",19
"journeyman",19
"love-",19
"itv",19
"hope's",19
"individualistic",19
"flit",19
"novartis",19
"headers",19
"stranger's",19
"stewie",19
"newsrooms",19
"corroborate",19
"sledgehammer",19
"beachbody",19
"weariness",19
"e-learning",19
"one-month",19
"sumatra",19
"downgrading",19
"civilisation",19
"xmrv",19
"bossa",19
"20-22",19
"skateboards",19
"outloud",19
"schoolboy",19
"scrapbooks",19
"rogues",19
"girth",19
"call-in",19
"marauders",19
"deflate",19
"kelso",19
"hemming",19
"textual",19
"impregnated",19
"nesties",19
"mcloughlin",19
"mx",19
"sanctification",19
"samir",19
"watercolour",19
"scala",19
"accrue",19
"bre",19
"ndaa",19
"3-10",19
"longings",19
"mixology",19
"lighters",19
"dauntless",19
"coles",19
"imitations",19
"chariots",19
"saudis",19
"nigeria's",19
"fracas",19
"hobbes",19
"abby's",19
"aman",19
"hrm",19
"stovetop",19
"collaboratively",19
"abstain",19
"sidenote",19
"chucking",19
"razed",19
"2-8",19
"chaste",19
"cannibals",19
"fistful",19
"brothels",19
"well-documented",19
"redoing",19
"cymbals",19
"ares",19
"waft",19
"whacking",19
"desolation",19
"acetate",19
"heaviness",19
"bourgeoisie",19
"brights",19
"kingwood",19
"conde",19
"mundo",19
"alcs",19
"oem",19
"followup",19
"unplugging",19
"sibelius",19
"squalid",19
"anything's",19
"reconciling",19
"erstwhile",19
"misusing",19
"fattest",19
"subplots",19
"reprisals",19
"diecut",19
"grievous",19
"climes",19
"haphazardly",19
"worships",19
"brining",19
"fulford",19
"defences",19
"riva",19
"briefings",19
"stubby",19
"pimples",19
"auspices",19
"epithet",19
"forsyth",19
"disintegrate",19
"glittered",19
"hesitating",19
"bleaching",19
"blithely",19
"guidebooks",19
"crystallized",19
"suiting",19
"nonchalantly",19
"dowager",19
"phrased",19
"crescendo",19
"comatose",19
"smarmy",19
"panicky",19
"fluctuating",19
"footpath",19
"munched",19
"unbecoming",19
"moisten",19
"tryon",19
"craters",19
"perpetuity",19
"mossad",19
"disown",19
"cage-free",19
"quagmire",19
"prankster",19
"corrupting",19
"orangutan",19
"lustful",19
"juilliard",19
"hansel",19
"koufax",19
"unorganized",19
"expats",19
"maniacs",19
"triplett",19
"transpires",19
"pop-ups",19
"toenail",19
"dt's",19
"duplicity",19
"hoots",19
"floridian",19
"regenerate",19
"cementing",19
"rears",19
"repaying",19
"mozambique",19
"aldi",19
"squawking",19
"tastiest",19
"nea",19
"brixton",19
"popup",19
"kingpin",19
"tannin",19
"scampi",19
"civ",19
"fred's",19
"hydrogenated",19
"gouging",19
"sichuan",19
"recognisable",19
"angers",19
"warships",19
"beautify",19
"turret",19
"rwandan",19
"allusions",19
"one-child",19
"carpe",19
"barden",19
"overzealous",19
"sousa",19
"ladybugs",19
"middle-school",19
"profited",19
"vitriol",19
"arrayed",19
"venable",19
"matter-of-fact",19
"winded",19
"minimums",19
"chivalry",19
"pineal",19
"encapsulates",19
"potentials",19
"arik",19
"fob",19
"overseer",19
"faris",19
"-we",19
"streusel",19
"papercrafting",19
"floorboards",19
"fluctuated",19
"intercession",19
"orc",19
"rhea",19
"exclaiming",19
"baboons",19
"collared",19
"sleeved",19
"addendum",19
"jokers",19
"fun-loving",19
"alarmingly",19
"implored",19
"antibodies",19
"barnet",19
"poppers",19
"fiennes",19
"farmworkers",19
"inscrutable",19
"marketplaces",19
"whitmore",19
"illusory",19
"underwritten",19
"dredged",19
"knockouts",19
"scowl",19
"fitter",19
"dst",19
"wapo",19
"revs",19
"housewarming",19
"undercooked",19
"scorch",19
"seaboard",19
"thrusting",19
"reveled",19
"sidestepped",19
"borough's",19
"mintz",19
"bewildering",19
"goblet",19
"kierkegaard",19
"bandcamp",19
"selby",19
"convicting",19
"confections",19
"adirondack",19
"renounce",19
"shrugging",19
"interviewees",19
"singalong",19
"twenty-first",19
"ground-breaking",19
"jolene",19
"mopped",19
"fiercest",19
"nukes",19
"well-to-do",19
"grimace",19
"trapp",19
"misconstrued",19
"reining",19
"mikel",19
"self-portraits",19
"rarefied",19
"roiling",19
"silvia",19
"shareable",19
"shrew",19
"aggravation",19
"selah",19
"abhorrent",19
"meanders",19
"indulgences",19
"anglo-saxon",19
"precludes",19
"laverne",19
"getaways",19
"gaulle",19
"buffaloes",19
"elaborated",19
"glorifying",19
"pointedly",19
"cradled",19
"anti-white",19
"violins",19
"floundering",19
"mor",19
"ade",19
"polarity",19
"predisposed",19
"shaves",19
"mayorship",19
"shunning",19
"syrians",19
"non-human",19
"slaughterhouse",19
"octave",19
"clickbank",19
"colossus",19
"soulja",19
"uncaring",19
"dividers",19
"sketchbooks",19
"amass",19
"countrywide",19
"per-pupil",19
"wistfully",19
"yolanda",19
"assuage",19
"hooligans",19
"mismanaged",19
"spindly",19
"cessna",19
"seducing",19
"lolly",19
"conspicuously",19
"melton",19
"valium",19
"mites",19
"consoling",19
"ccd",19
"capitan",19
"peterborough",19
"neglectful",19
"reiterates",19
"correlates",19
"charity's",19
"compiles",19
"gahh",19
"1860s",19
"23-24",19
"fido",19
"maryann",19
"demonize",19
"juggled",19
"rejuvenating",19
"l2",19
"senile",19
"sonya",19
"shire",19
"distill",19
"dalek",19
"pang",19
"mdf",19
"templar",19
"twitchy",19
"umbilical",19
"guelph",19
"demonized",19
"swampy",19
"dispensers",19
"mopping",19
"repurposing",19
"bounding",19
"despondent",19
"greene's",19
"trad",19
"lithe",19
"sate",19
"pkr",19
"pere",19
"accession",19
"forego",19
"snoozing",19
"acrobatics",19
"grundy",19
"renounced",19
"zeroed",19
"downwards",19
"oaths",19
"contradicting",19
"sanibel",19
"100-yard",19
"grumbled",19
"reissued",19
"serotonin",19
"lh",19
"hyperlocal",19
"gowanus",19
"crevice",19
"sullen",19
"lieber",19
"7d",19
"magnificently",19
"recognises",19
"nino",19
"imploding",19
"mpd",19
"enablers",19
"eyeshadows",19
"pillowcase",19
"irises",19
"hand-cut",19
"dianna",19
"inductions",19
"loki's",19
"tra",19
"implore",19
"well-defined",19
"chocolatey",19
"tyme",19
"grandfathers",19
"self-love",19
"godaddy",19
"lynch's",19
"opportune",19
"hed",19
"sympathizers",19
"denotes",19
"v-neck",19
"throwers",19
"bls",19
"opulence",19
"gingers",19
"оf",19
"directional",19
"ziggler",19
"preconceptions",19
"parlance",19
"keychain",19
"memorization",19
"unaffiliated",19
"mlb's",19
"barcode",19
"decrying",19
"cavanaugh",19
"aryan",19
"henchmen",19
"asymmetrical",19
"kisser",19
"folio",19
"flees",19
"clarion",19
"dutiful",19
"apologists",19
"adrenalin",19
"ballas",19
"marvelously",19
"subspecies",19
"fine-tuning",19
"rinsing",19
"privatized",19
"worshiped",19
"daley's",19
"latinas",19
"christiansen",19
"flak",19
"parlour",19
"prodigious",19
"double-sided",19
"dwindle",19
"depraved",19
"iain",19
"tweetchat",19
"beavis",19
"handel",19
"lorry",19
"bionic",19
"asgard",19
"stopgap",19
"avian",19
"glint",19
"mcc",19
"fastened",19
"wizardry",19
"heheh",19
"maw",19
"militarily",19
"barret",19
"realizations",19
"letitia",19
"laurels",19
"crystalline",19
"firebird",19
"complicates",19
"freer",19
"nifong",19
"andd",19
"gurls",19
"scooted",19
"mourinho",19
"pokey",19
"inversion",19
"shearing",19
"shuddered",19
"higher-end",19
"fevers",19
"substantiate",19
"i-10",19
"legislate",19
"thrashed",19
"firmness",19
"ensconced",19
"quack",19
"terminating",19
"amalgam",19
"strategize",19
"amaya",19
"patentee",19
"speier",19
"clench",19
"alf",19
"poach",19
"calumet",19
"sawing",19
"wellesley",19
"exude",19
"nosh",19
"rhone",19
"disaffected",19
"pauls",19
"weaver's",19
"d-vi",19
"sicily",19
"readied",19
"quotas",19
"jezebel",19
"bho",19
"tracie",19
"nehemiah",19
"heightens",19
"encapsulated",19
"borscht",19
"exacerbate",19
"inhabits",19
"swedes",19
"target's",19
"kp",19
"eurovision",19
"chimpanzees",19
"janeiro",19
"departmental",19
"feuding",19
"pseudo",19
"krystal",19
"serrated",19
"geraldo",19
"impeccably",19
"ald",19
"jumbotron",19
"truncated",19
"anarchism",19
"islamophobia",19
"excavated",19
"rigorously",19
"medallions",19
"homely",19
"recyclables",19
"mustafa",19
"consequential",19
"piety",19
"nyx",19
"dishonor",19
"birdcage",19
"trope",19
"unappetizing",19
"millenium",19
"nostril",19
"falsifying",19
"aldous",19
"dosa",19
"setups",19
"catty",19
"nadine",19
"well-dressed",19
"motherland",19
"13-4",19
"lychee",19
"miner's",19
"avenged",19
"trafalgar",19
"journalling",19
"makenzie",19
"susana",19
"wine's",19
"slop",19
"grafted",19
"abbreviation",19
"rosenfeld",19
"calcutta",19
"regs",19
"hulls",19
"slogging",19
"cleve",19
"corleone",19
"straighter",19
"biodiversity",19
"whirring",19
"dissection",19
"blue-green",19
"dontcha",19
"biosphere",19
"rationalization",19
"digg",19
"coursing",19
"koko",19
"ho's",19
"allspice",19
"kam",19
"travelocity",19
"perpetuates",19
"one-eyed",19
"antennae",19
"plumage",19
"tangles",19
"one-size-fits-all",19
"beth's",19
"factoid",19
"williams-sonoma",19
"toppers",19
"englishmen",19
"ted's",19
"couric",19
"irrepressible",19
"cost-saving",19
"josh's",19
"sayn",19
"popeye",19
"newsstand",19
"foreseen",19
"augustus",19
"vallarta",19
"forward-thinking",19
"fugazi",19
"permanence",19
"hoisting",19
"1million",19
"heart-wrenching",19
"relinquished",19
"devising",19
"one-quarter",19
"killer's",19
